Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_x_Toolwear,Temp_difference
2,303.5,312.3,1593,35.2,29,1020.8000000000001,8.800000000000011
1,300.5,309.5,1542,38.5,108,4158.0,9.0
2,297.9,307.7,1364,46.8,89,4165.2,9.800000000000011
2,296.9,307.8,1828,24.6,91,2238.6,10.900000000000034
2,299.8,311.2,1706,29.2,148,4321.599999999999,11.399999999999977
1,297.5,309.2,1426,44.8,24,1075.1999999999998,11.699999999999989
1,298.3,308.0,1242,62.0,98,6076.0,9.699999999999989
1,297.8,307.6,1446,51.4,105,5397.0,9.800000000000011
2,299.6,310.9,1630,29.8,206,6138.8,11.299999999999955
0,303.7,311.9,1332,52.7,66,3478.2000000000003,8.199999999999989
1,300.4,309.5,1711,29.2,215,6278.0,9.100000000000023
2,302.2,310.6,1570,34.6,163,5639.8,8.400000000000034
1,300.7,311.1,2437,13.8,163,2249.4,10.400000000000034
1,297.4,308.2,1419,50.0,52,2600.0,10.800000000000011
2,300.8,311.1,1583,32.1,116,3723.6000000000004,10.300000000000011
2,300.3,311.8,1607,33.7,199,6706.3,11.5
1,298.2,308.7,1407,45.1,49,2209.9,10.5
1,304.0,313.0,1407,42.1,5,210.5,9.0
0,299.2,310.5,1329,48.9,30,1467.0,11.300000000000011
1,301.6,310.7,1429,43.6,176,7673.6,9.099999999999966
1,303.8,312.5,1523,47.0,152,7144.0,8.699999999999989
1,300.8,311.3,1462,41.4,75,3105.0,10.5
1,303.3,312.2,1457,40.7,48,1953.6000000000001,8.899999999999977
1,297.6,308.5,1574,37.1,121,4489.1,10.899999999999977
1,302.4,311.1,1565,42.8,163,6976.4,8.700000000000045
1,298.3,308.5,1539,36.1,168,6064.8,10.199999999999989
1,297.7,309.1,1563,39.3,56,2200.7999999999997,11.400000000000034
1,302.0,310.6,1361,46.7,182,8499.4,8.600000000000023
1,298.5,309.6,1462,45.1,115,5186.5,11.100000000000023
1,301.0,312.3,1445,36.4,105,3822.0,11.300000000000011
2,296.9,307.4,1521,37.9,27,1023.3,10.5
2,297.6,308.8,1683,31.6,79,2496.4,11.199999999999989
1,298.9,310.1,1442,48.0,181,8688.0,11.200000000000045
1,298.6,309.8,1496,37.7,134,5051.8,11.199999999999989
2,301.4,311.2,1434,47.6,52,2475.2000000000003,9.800000000000011
2,302.5,311.9,1414,51.6,205,10578.0,9.399999999999977
1,301.5,310.4,1543,34.0,55,1870.0,8.899999999999977
2,303.8,312.5,2344,15.2,146,2219.2,8.699999999999989
0,300.4,310.1,1484,38.0,198,7524.0,9.700000000000045
1,302.8,312.5,1694,28.4,66,1874.3999999999999,9.699999999999989
1,301.9,311.3,1366,55.6,57,3169.2000000000003,9.400000000000034
2,303.6,311.8,1659,34.7,94,3261.8,8.199999999999989
1,300.6,309.6,1682,30.7,78,2394.6,9.0
2,298.9,309.3,1632,32.5,55,1787.5,10.400000000000034
1,302.4,312.0,1545,36.4,12,436.79999999999995,9.600000000000023
1,297.6,308.9,1449,47.7,209,9969.300000000001,11.299999999999955
0,296.3,307.2,1424,42.0,196,8232.0,10.899999999999977
1,299.4,309.0,1404,47.3,86,4067.7999999999997,9.600000000000023
1,302.2,311.5,1616,34.0,19,646.0,9.300000000000011
2,303.3,311.3,1566,46.1,41,1890.1000000000001,8.0
0,297.8,309.0,1410,48.8,23,1122.3999999999999,11.199999999999989
1,300.1,310.5,1394,44.3,121,5360.299999999999,10.399999999999977
1,296.9,307.8,1571,35.0,102,3570.0,10.900000000000034
2,299.6,309.1,1366,55.2,95,5244.0,9.5
1,300.3,311.7,1333,55.2,18,993.6,11.399999999999977
1,299.8,309.4,1467,46.2,219,10117.800000000001,9.599999999999966
1,299.3,308.8,1603,33.9,203,6881.7,9.5
1,302.4,311.8,1465,40.2,143,5748.6,9.400000000000034
1,300.3,311.7,1545,43.5,160,6960.0,11.399999999999977
2,297.1,307.9,1980,20.3,159,3227.7000000000003,10.799999999999955
2,300.1,310.1,1402,46.6,10,466.0,10.0
1,296.5,307.4,1523,40.7,85,3459.5000000000005,10.899999999999977
1,297.7,308.8,1616,34.2,114,3898.8,11.100000000000023
1,299.6,308.9,1422,53.2,120,6384.0,9.299999999999955
1,298.4,309.3,1549,40.8,139,5671.2,10.900000000000034
2,302.2,311.2,1561,34.9,106,3699.3999999999996,9.0
1,295.5,306.1,1650,32.8,67,2197.6,10.600000000000023
2,298.9,309.9,1357,54.5,121,6594.5,11.0
0,301.2,309.9,1362,50.7,25,1267.5,8.699999999999989
1,297.5,308.8,1603,36.7,184,6752.8,11.300000000000011
2,302.7,312.2,1585,35.5,167,5928.5,9.5
1,299.5,310.8,1374,48.3,154,7438.2,11.300000000000011
1,298.3,308.4,1329,49.2,166,8167.200000000001,10.099999999999966
1,298.8,309.9,1550,38.8,53,2056.3999999999996,11.099999999999966
2,299.6,310.8,1603,35.4,202,7150.799999999999,11.199999999999989
1,301.6,310.9,1492,45.2,155,7006.0,9.299999999999955
1,302.6,310.3,1642,33.2,82,2722.4,7.699999999999989
2,298.5,309.5,1535,39.8,87,3462.6,11.0
1,300.0,309.9,1608,33.4,76,2538.4,9.899999999999977
1,303.5,312.4,1574,32.7,175,5722.500000000001,8.899999999999977
1,301.2,311.4,1757,28.0,6,168.0,10.199999999999989
1,302.3,310.8,1377,47.3,22,1040.6,8.5
1,299.3,310.2,1495,49.2,16,787.2,10.899999999999977
1,297.9,307.7,1353,50.7,13,659.1,9.800000000000011
1,300.0,311.2,1418,47.3,60,2838.0,11.199999999999989
0,300.5,309.5,1635,34.2,62,2120.4,9.0
2,303.4,312.6,2706,9.8,65,637.0,9.200000000000045
1,302.1,310.7,1465,40.7,13,529.1,8.599999999999966
1,302.1,311.5,1727,27.7,50,1385.0,9.399999999999977
1,303.6,312.0,1309,52.9,86,4549.4,8.399999999999977
1,301.1,310.1,1417,46.9,35,1641.5,9.0
2,302.3,310.9,1581,36.1,109,3934.9,8.599999999999966
2,303.1,311.0,1510,47.6,16,761.6,7.899999999999977
2,302.4,311.0,1464,44.2,106,4685.200000000001,8.600000000000023
2,297.7,308.1,1469,48.8,183,8930.4,10.400000000000034
2,299.8,309.6,1331,50.2,98,4919.6,9.800000000000011
1,295.6,306.2,1426,48.6,124,6026.400000000001,10.599999999999966
1,297.3,308.3,1333,55.2,11,607.2,11.0
2,302.6,310.4,1532,36.1,77,2779.7000000000003,7.7999999999999545
1,300.6,312.0,1670,29.4,134,3939.6,11.399999999999977
1,302.5,311.4,1674,27.0,223,6021.0,8.899999999999977
2,303.8,313.2,1732,29.6,147,4351.2,9.399999999999977
1,300.1,309.1,1478,46.9,116,5440.4,9.0
1,298.4,309.3,1716,28.4,66,1874.3999999999999,10.900000000000034
1,303.2,311.2,1439,43.9,30,1317.0,8.0
1,298.9,309.8,1287,61.9,216,13370.4,10.900000000000034
1,298.1,307.8,1432,49.8,198,9860.4,9.699999999999989
2,298.5,309.7,1552,34.0,205,6970.0,11.199999999999989
2,298.1,307.9,1463,47.3,206,9743.8,9.799999999999955
1,302.3,311.7,1793,25.3,200,5060.0,9.399999999999977
1,298.0,307.8,1716,26.6,9,239.4,9.800000000000011
1,298.9,310.0,1515,42.9,170,7293.0,11.100000000000023
1,296.5,307.3,1579,34.5,166,5727.0,10.800000000000011
1,303.2,312.6,1281,57.0,144,8208.0,9.400000000000034
1,298.4,309.5,1376,50.4,202,10180.8,11.100000000000023
1,302.0,310.5,1370,44.4,85,3774.0,8.5
1,302.2,311.5,1481,40.4,93,3757.2,9.300000000000011
1,299.6,310.7,1393,52.1,110,5731.0,11.099999999999966
2,298.9,308.6,1469,34.2,93,3180.6000000000004,9.700000000000045
1,300.5,309.9,1443,48.3,122,5892.599999999999,9.399999999999977
1,300.9,310.4,1454,43.1,43,1853.3,9.5
1,299.1,308.5,1676,31.0,69,2139.0,9.399999999999977
2,300.4,311.7,1511,33.0,200,6600.0,11.300000000000011
1,301.0,312.1,1405,46.1,79,3641.9,11.100000000000023
1,298.9,308.2,1510,43.5,46,2001.0,9.300000000000011
2,297.6,308.4,1398,48.9,63,3080.7,10.799999999999955
1,301.2,311.0,1612,32.9,129,4244.099999999999,9.800000000000011
2,300.6,309.7,1934,22.8,15,342.0,9.099999999999966
1,299.3,310.7,1495,39.2,144,5644.8,11.399999999999977
1,300.9,310.7,1523,35.8,205,7338.999999999999,9.800000000000011
1,302.2,311.9,1596,38.0,156,5928.0,9.699999999999989
1,299.3,310.5,1529,41.3,17,702.0999999999999,11.199999999999989
1,300.0,311.4,1655,29.6,30,888.0,11.399999999999977
2,302.3,311.4,1479,45.6,59,2690.4,9.099999999999966
1,298.8,309.1,1368,50.8,115,5842.0,10.300000000000011
1,298.8,309.9,1351,47.2,73,3445.6000000000004,11.099999999999966
1,300.1,310.0,1511,41.7,186,7756.200000000001,9.899999999999977
1,297.0,307.9,1529,42.2,157,6625.400000000001,10.899999999999977
0,297.7,307.3,1249,62.8,47,2951.6,9.600000000000023
1,297.3,308.1,1615,35.4,217,7681.799999999999,10.800000000000011
1,303.5,312.9,1332,52.9,66,3491.4,9.399999999999977
2,300.2,309.8,1466,45.7,41,1873.7,9.600000000000023
1,297.4,308.6,1680,32.8,200,6559.999999999999,11.200000000000045
2,298.2,307.8,1566,33.8,100,3379.9999999999995,9.600000000000023
2,302.4,310.1,1577,35.8,136,4868.799999999999,7.7000000000000455
2,299.3,308.8,1442,49.0,165,8085.0,9.5
1,304.2,313.3,1464,45.9,48,2203.2,9.100000000000023
1,300.5,311.9,1511,41.8,205,8569.0,11.399999999999977
1,298.5,308.4,1513,33.6,172,5779.2,9.899999999999977
2,299.2,308.3,1364,51.8,104,5387.2,9.100000000000023
1,300.6,309.4,1549,43.4,233,10112.199999999999,8.799999999999955
1,301.1,310.1,1666,27.2,40,1088.0,9.0
1,300.5,310.8,1354,51.8,157,8132.599999999999,10.300000000000011
2,301.9,310.6,1475,47.8,179,8556.199999999999,8.700000000000045
1,299.7,310.2,1633,36.5,24,876.0,10.5
2,297.6,308.8,1357,49.7,104,5168.8,11.199999999999989
0,299.7,310.8,1418,46.6,197,9180.2,11.100000000000023
1,298.8,308.6,1268,55.8,155,8649.0,9.800000000000011
2,303.4,311.5,1483,43.0,117,5031.0,8.100000000000023
1,303.1,311.1,1420,55.8,113,6305.4,8.0
0,295.7,306.2,1458,49.8,151,7519.799999999999,10.5
0,302.5,311.8,2370,14.7,198,2910.6,9.300000000000011
1,298.3,309.4,1570,35.6,138,4912.8,11.099999999999966
2,295.5,306.0,1423,45.3,205,9286.5,10.5
1,298.8,308.6,1599,33.0,101,3333.0,9.800000000000011
1,300.7,311.9,1476,42.0,196,8232.0,11.199999999999989
1,299.1,308.3,1426,40.1,60,2406.0,9.199999999999989
2,302.2,311.2,1663,29.6,115,3404.0,9.0
2,300.7,312.4,1371,61.7,102,6293.400000000001,11.699999999999989
1,298.5,309.6,1419,41.5,105,4357.5,11.100000000000023
2,300.6,310.7,1566,38.2,187,7143.400000000001,10.099999999999966
1,298.6,309.8,2271,16.2,218,3531.6,11.199999999999989
2,303.8,312.5,1448,44.3,195,8638.5,8.699999999999989
2,301.4,310.6,1630,30.3,2,60.6,9.200000000000045
0,302.1,310.1,1615,29.9,176,5262.4,8.0
1,300.3,309.9,1621,34.1,36,1227.6000000000001,9.599999999999966
1,300.7,309.5,1251,59.9,120,7188.0,8.800000000000011
1,298.9,310.1,1466,43.4,50,2170.0,11.200000000000045
2,300.7,310.7,1347,46.5,183,8509.5,10.0
1,302.7,312.1,1688,32.0,155,4960.0,9.400000000000034
1,297.3,308.5,1514,44.5,177,7876.5,11.199999999999989
1,297.8,308.4,1622,38.3,134,5132.2,10.599999999999966
1,297.8,308.8,1579,32.9,70,2303.0,11.0
1,300.7,310.1,1565,40.2,81,3256.2000000000003,9.400000000000034
0,299.5,309.4,1386,44.4,154,6837.599999999999,9.899999999999977
2,303.7,312.7,1612,36.3,200,7259.999999999999,9.0
1,300.1,311.3,1547,40.0,201,8040.0,11.199999999999989
2,301.6,310.7,1457,47.8,7,334.59999999999997,9.099999999999966
2,302.1,310.0,1531,38.0,161,6118.0,7.899999999999977
1,298.5,308.6,1522,36.9,53,1955.6999999999998,10.100000000000023
1,298.7,309.9,1464,38.0,74,2812.0,11.199999999999989
2,300.5,309.7,1685,29.4,140,4116.0,9.199999999999989
2,303.7,312.8,1634,33.8,63,2129.3999999999996,9.100000000000023
0,301.3,310.8,1434,39.5,18,711.0,9.5
1,298.7,309.1,1607,32.7,2,65.4,10.400000000000034
0,303.4,311.8,1693,28.3,175,4952.5,8.400000000000034
2,299.2,308.5,1474,47.2,132,6230.400000000001,9.300000000000011
1,300.3,309.9,1527,41.4,2,82.8,9.599999999999966
1,300.0,311.4,1634,31.9,0,0.0,11.399999999999977
2,298.5,309.3,1615,31.8,23,731.4,10.800000000000011
2,299.0,308.9,1526,41.1,20,822.0,9.899999999999977
2,296.9,308.0,1497,44.8,57,2553.6,11.100000000000023
2,301.9,310.9,1317,51.9,40,2076.0,9.0
1,299.8,309.0,1567,36.1,95,3429.5,9.199999999999989
1,302.8,310.9,1312,52.2,40,2088.0,8.099999999999966
1,300.6,312.0,1406,55.1,136,7493.6,11.399999999999977
1,299.0,309.4,1693,30.1,84,2528.4,10.399999999999977
1,301.3,310.6,1376,47.6,45,2142.0,9.300000000000011
1,301.3,310.4,1501,41.6,192,7987.200000000001,9.099999999999966
1,297.5,309.1,1515,35.1,213,7476.3,11.600000000000023
2,301.6,310.8,1548,34.2,143,4890.6,9.199999999999989
1,301.3,310.3,1560,36.3,129,4682.7,9.0
2,297.0,308.1,1507,43.1,51,2198.1,11.100000000000023
1,302.4,310.4,1456,47.6,127,6045.2,8.0
1,297.0,307.8,1316,61.2,200,12240.0,10.800000000000011
1,300.1,311.5,1549,34.7,189,6558.3,11.399999999999977
1,297.1,308.0,1348,58.0,162,9396.0,10.899999999999977
0,297.6,308.3,1400,44.3,43,1904.8999999999999,10.699999999999989
1,300.7,311.2,1486,46.8,56,2620.7999999999997,10.5
1,298.1,308.7,1671,28.8,41,1180.8,10.599999999999966
1,302.2,311.4,1430,43.1,29,1249.9,9.199999999999989
1,297.8,307.4,1418,41.2,155,6386.0,9.599999999999966
1,297.3,308.4,1491,46.5,29,1348.5,11.099999999999966
2,302.1,311.5,1341,50.8,99,5029.2,9.399999999999977
2,298.9,309.8,1363,50.6,115,5819.0,10.900000000000034
1,300.5,311.7,1409,54.7,104,5688.8,11.199999999999989
1,301.3,310.0,1506,40.8,11,448.79999999999995,8.699999999999989
1,300.9,310.4,1541,39.1,17,664.7,9.5
2,298.7,308.5,1360,52.9,69,3650.1,9.800000000000011
2,300.2,309.4,1329,53.6,186,9969.6,9.199999999999989
1,297.4,308.4,1582,37.2,68,2529.6000000000004,11.0
1,298.7,309.8,1365,50.5,111,5605.5,11.100000000000023
2,297.3,308.3,1459,59.6,207,12337.2,11.0
2,302.8,312.3,1416,42.7,241,10290.7,9.5
1,297.4,309.2,1698,29.4,119,3498.6,11.800000000000011
1,299.8,311.2,1564,40.0,172,6880.0,11.399999999999977
2,302.6,311.4,1757,29.5,151,4454.5,8.799999999999955
0,298.3,309.3,1529,41.7,5,208.5,11.0
2,297.9,307.9,1336,54.4,82,4460.8,10.0
2,302.3,311.3,1444,43.1,115,4956.5,9.0
1,297.8,307.8,1383,56.5,98,5537.0,10.0
2,300.9,310.7,1362,51.6,212,10939.2,9.800000000000011
2,297.8,308.4,1579,36.6,152,5563.2,10.599999999999966
2,299.8,311.0,1948,20.0,185,3700.0,11.199999999999989
1,300.0,309.0,2174,16.9,112,1892.7999999999997,9.0
0,300.2,309.3,1342,48.7,68,3311.6000000000004,9.100000000000023
2,298.1,308.0,1374,48.8,156,7612.799999999999,9.899999999999977
2,298.0,308.6,1376,55.7,214,11919.800000000001,10.600000000000023
1,300.7,311.7,1499,38.4,205,7872.0,11.0
2,299.0,309.0,1804,26.8,17,455.6,10.0
1,302.4,310.4,1666,29.7,125,3712.5,8.0
1,300.9,310.8,1701,30.4,55,1672.0,9.900000000000034
1,298.7,309.9,1621,34.1,130,4433.0,11.199999999999989
1,302.0,309.8,1532,39.4,2,78.8,7.800000000000011
2,297.4,308.5,1465,55.9,153,8552.699999999999,11.100000000000023
1,298.2,308.3,1568,36.0,92,3312.0,10.100000000000023
2,300.6,309.5,1492,34.0,144,4896.0,8.899999999999977
0,295.6,306.0,1396,52.4,0,0.0,10.399999999999977
2,299.7,309.1,1603,38.5,170,6545.0,9.400000000000034
2,299.5,309.0,1701,28.6,98,2802.8,9.5
0,299.8,309.3,1595,32.1,183,5874.3,9.5
0,302.6,310.4,1614,36.0,74,2664.0,7.7999999999999545
1,302.0,310.5,2197,15.8,133,2101.4,8.5
0,299.0,310.1,2053,19.7,137,2698.9,11.100000000000023
1,301.8,310.6,1403,46.8,151,7066.799999999999,8.800000000000011
1,297.3,308.2,1754,29.4,123,3616.2,10.899999999999977
2,297.5,309.2,1804,27.4,215,5891.0,11.699999999999989
1,297.7,308.5,1501,41.4,201,8321.4,10.800000000000011
1,301.9,310.7,1370,50.3,20,1006.0,8.800000000000011
0,295.6,306.1,1623,30.9,210,6489.0,10.5
1,300.7,309.5,1541,37.2,48,1785.6000000000001,8.800000000000011
2,301.5,310.6,1424,47.0,26,1222.0,9.100000000000023
2,301.5,310.6,1403,47.4,34,1611.6,9.100000000000023
1,304.0,313.0,2012,21.1,115,2426.5,9.0
2,302.0,310.5,1639,32.9,94,3092.6,8.5
1,297.6,308.7,1365,50.6,143,7235.8,11.099999999999966
1,299.8,309.5,1739,27.5,128,3520.0,9.699999999999989
1,303.2,311.2,1427,45.6,25,1140.0,8.0
1,301.3,310.0,1665,31.4,0,0.0,8.699999999999989
1,303.1,311.4,1829,24.5,159,3895.5,8.299999999999955
1,298.6,309.3,1677,31.2,180,5616.0,10.699999999999989
0,298.9,308.7,1500,41.6,187,7779.2,9.800000000000011
2,304.1,313.3,1494,39.0,49,1911.0,9.199999999999989
2,303.6,312.1,1967,20.9,2,41.8,8.5
2,299.3,309.1,1703,31.3,120,3756.0,9.800000000000011
1,302.1,311.2,1519,39.3,155,6091.5,9.099999999999966
1,302.0,310.8,1383,50.3,231,11619.3,8.800000000000011
2,302.2,311.2,1347,49.8,94,4681.2,9.0
2,302.0,311.2,1418,49.5,17,841.5,9.199999999999989
2,298.1,308.8,1811,25.4,147,3733.7999999999997,10.699999999999989
1,299.4,309.1,1645,28.6,57,1630.2,9.700000000000045
2,302.4,311.9,1439,36.6,212,7759.200000000001,9.5
1,299.0,310.1,1470,40.3,83,3344.8999999999996,11.100000000000023
1,298.5,309.5,1561,34.8,35,1218.0,11.0
0,301.2,310.6,1457,50.5,114,5757.0,9.400000000000034
1,295.7,306.3,1915,22.4,79,1769.6,10.600000000000023
1,299.1,308.3,1431,52.3,38,1987.3999999999999,9.199999999999989
1,299.1,310.3,1619,35.2,240,8448.0,11.199999999999989
1,300.0,310.5,1517,42.2,186,7849.200000000001,10.5
1,300.5,311.6,1385,54.8,173,9480.4,11.100000000000023
1,298.2,308.4,1379,43.1,65,2801.5,10.199999999999989
2,297.0,308.0,1408,47.9,54,2586.6,11.0
1,304.0,312.9,1363,62.5,200,12500.0,8.899999999999977
1,298.9,310.1,1401,44.4,76,3374.4,11.200000000000045
1,299.7,309.1,1715,27.8,192,5337.6,9.400000000000034
2,300.8,309.7,1519,39.7,16,635.2,8.899999999999977
2,300.0,310.2,1443,58.7,68,3991.6000000000004,10.199999999999989
0,300.4,309.6,1416,43.3,66,2857.7999999999997,9.200000000000045
1,299.7,309.6,1419,45.1,170,7667.0,9.900000000000034
1,298.9,310.3,1583,32.6,230,7498.0,11.400000000000034
2,299.3,308.8,1648,28.4,188,5339.2,9.5
2,302.2,311.5,1863,25.7,85,2184.5,9.300000000000011
1,299.7,310.9,1477,40.4,83,3353.2,11.199999999999989
1,299.2,309.0,1615,33.7,193,6504.1,9.800000000000011
2,297.3,308.1,1709,30.6,196,5997.6,10.800000000000011
2,301.5,310.5,1600,32.8,205,6723.999999999999,9.0
1,300.9,310.0,1671,26.8,199,5333.2,9.100000000000023
1,299.5,309.1,1476,47.8,223,10659.4,9.600000000000023
1,298.1,307.5,1391,57.4,161,9241.4,9.399999999999977
1,301.2,309.9,1687,29.7,30,891.0,8.699999999999989
1,301.1,311.2,1564,37.0,165,6105.0,10.099999999999966
1,299.1,310.5,1739,27.4,72,1972.8,11.399999999999977
1,298.7,308.5,1483,42.5,46,1955.0,9.800000000000011
2,298.8,309.8,1551,36.6,15,549.0,11.0
1,300.7,309.7,1598,33.7,149,5021.3,9.0
2,298.9,309.8,2450,13.9,89,1237.1000000000001,10.900000000000034
1,300.1,309.6,1642,34.5,53,1828.5,9.5
1,300.6,310.6,1514,39.5,87,3436.5,10.0
2,298.9,310.6,1720,25.3,197,4984.1,11.700000000000045
1,299.1,308.9,1467,47.2,218,10289.6,9.799999999999955
0,300.6,309.6,1888,20.5,133,2726.5,9.0
1,300.4,309.8,1314,63.1,146,9212.6,9.400000000000034
1,300.9,312.1,1474,42.4,171,7250.4,11.200000000000045
1,298.9,309.1,1369,44.4,198,8791.199999999999,10.200000000000045
2,298.9,309.0,1924,22.6,193,4361.8,10.100000000000023
1,302.4,311.1,1520,42.2,143,6034.6,8.700000000000045
1,297.9,307.6,1589,37.8,120,4536.0,9.700000000000045
1,300.0,311.2,1629,31.7,62,1965.3999999999999,11.199999999999989
1,299.2,308.5,1340,50.0,144,7200.0,9.300000000000011
1,298.6,309.6,1387,57.6,50,2880.0,11.0
1,304.0,313.0,2354,15.0,117,1755.0,9.0
1,297.9,309.1,1504,43.0,4,172.0,11.200000000000045
1,300.8,310.0,1468,52.7,178,9380.6,9.199999999999989
1,297.6,308.6,1526,42.1,57,2399.7000000000003,11.0
2,297.2,308.3,1429,42.0,6,252.0,11.100000000000023
1,297.9,308.8,1613,31.4,57,1789.8,10.900000000000034
1,303.0,311.3,1365,56.2,146,8205.2,8.300000000000011
1,302.2,311.5,1725,34.0,170,5780.0,9.300000000000011
1,301.5,310.7,1423,44.0,222,9768.0,9.199999999999989
2,301.0,311.5,1530,43.9,165,7243.5,10.5
1,303.0,311.2,1494,37.0,67,2479.0,8.199999999999989
1,299.0,308.6,1378,47.8,163,7791.4,9.600000000000023
1,301.9,310.4,1708,24.8,17,421.6,8.5
1,298.9,308.6,1522,46.4,2,92.8,9.700000000000045
2,298.4,309.2,1597,33.5,116,3886.0,10.800000000000011
1,303.8,312.7,1461,38.2,188,7181.6,8.899999999999977
1,297.7,309.6,1529,35.2,153,5385.6,11.900000000000034
1,303.6,312.7,1418,44.1,118,5203.8,9.099999999999966
2,297.6,308.5,1360,48.6,77,3742.2000000000003,10.899999999999977
2,301.7,310.3,1787,26.7,33,881.1,8.600000000000023
1,297.9,307.6,1430,52.4,178,9327.199999999999,9.700000000000045
2,300.8,310.6,1669,28.4,79,2243.6,9.800000000000011
1,302.2,311.1,1447,52.1,174,9065.4,8.900000000000034
2,300.5,309.9,1994,19.8,189,3742.2000000000003,9.399999999999977
0,298.5,308.7,1450,43.9,28,1229.2,10.199999999999989
2,298.7,309.9,1654,29.1,195,5674.5,11.199999999999989
1,296.8,308.0,1391,54.4,17,924.8,11.199999999999989
1,301.1,310.2,1455,55.3,9,497.7,9.099999999999966
1,301.8,310.5,1593,34.9,139,4851.099999999999,8.699999999999989
0,300.6,310.5,1519,37.0,91,3367.0,9.899999999999977
1,302.0,311.0,1563,36.2,8,289.6,9.0
1,297.8,309.7,1341,49.2,208,10233.6,11.899999999999977
1,298.8,309.8,1509,36.2,57,2063.4,11.0
1,297.5,308.8,1587,34.9,166,5793.4,11.300000000000011
2,297.8,307.4,1488,36.1,57,2057.7000000000003,9.599999999999966
2,298.2,309.0,1446,45.8,80,3664.0,10.800000000000011
1,300.9,310.8,1493,45.8,57,2610.6,9.900000000000034
1,297.3,308.6,1273,59.8,182,10883.6,11.300000000000011
1,300.7,310.5,1448,38.2,218,8327.6,9.800000000000011
1,298.8,310.0,1389,49.6,149,7390.400000000001,11.199999999999989
1,297.4,309.2,1459,37.9,191,7238.9,11.800000000000011
1,298.9,309.0,1410,65.7,191,12548.7,10.100000000000023
1,302.5,311.8,1335,52.7,135,7114.5,9.300000000000011
2,298.2,307.8,1583,36.6,185,6771.0,9.600000000000023
1,298.2,308.2,1446,38.2,61,2330.2000000000003,10.0
2,304.2,313.5,1437,47.2,102,4814.400000000001,9.300000000000011
1,300.4,311.2,1436,56.8,173,9826.4,10.800000000000011
1,300.0,309.1,1882,23.8,84,1999.2,9.100000000000023
1,300.9,310.2,1382,50.4,131,6602.4,9.300000000000011
1,302.6,312.0,1781,28.5,196,5586.0,9.399999999999977
1,299.2,308.4,1465,35.0,201,7035.0,9.199999999999989
1,301.8,310.6,1192,68.9,135,9301.5,8.800000000000011
1,297.3,308.7,1467,36.8,216,7948.799999999999,11.399999999999977
0,299.7,309.6,1433,49.6,129,6398.400000000001,9.900000000000034
2,296.6,307.4,1544,42.3,170,7190.999999999999,10.799999999999955
1,301.0,311.4,1573,37.6,103,3872.8,10.399999999999977
1,297.4,308.6,1411,46.3,138,6389.4,11.200000000000045
2,297.4,308.7,1382,49.9,151,7534.9,11.300000000000011
1,298.7,309.5,1673,30.8,141,4342.8,10.800000000000011
1,304.2,313.5,1438,50.1,100,5010.0,9.300000000000011
1,300.5,309.3,1373,48.8,211,10296.8,8.800000000000011
1,302.4,311.1,1484,45.9,169,7757.099999999999,8.700000000000045
1,298.1,308.6,1527,40.2,16,643.2,10.5
2,298.7,309.2,1437,45.7,195,8911.5,10.5
1,303.5,312.4,1340,44.5,76,3382.0,8.899999999999977
1,300.3,311.4,1759,24.8,34,843.2,11.099999999999966
1,299.8,309.4,1408,45.6,156,7113.6,9.599999999999966
1,299.2,308.5,1378,50.4,220,11088.0,9.300000000000011
2,299.1,308.8,1725,26.6,172,4575.2,9.699999999999989
1,298.9,308.9,1453,40.8,11,448.79999999999995,10.0
0,299.1,309.9,1443,40.3,0,0.0,10.799999999999955
1,295.8,306.6,1644,35.2,115,4048.0000000000005,10.800000000000011
2,298.4,308.5,1576,27.4,55,1507.0,10.100000000000023
1,302.1,310.8,1596,37.1,43,1595.3,8.699999999999989
2,300.8,312.2,1664,25.7,150,3855.0,11.399999999999977
0,298.4,308.7,1344,52.9,130,6877.0,10.300000000000011
1,297.7,307.5,1379,43.3,111,4806.299999999999,9.800000000000011
1,298.3,308.9,1348,55.5,102,5661.0,10.599999999999966
